ID,Aktivität,Teil,n,Bezeichnung,Gruppe
2212,Verpacken,BP-029,1,"Beipack-Beutel 1x Feuchtigkeitsschutzkappe 4x Spax 4x35, 4x Dübel 6mm 2x Kappe 4,8, 1x Klemme 2-pol",
2213,Verpacken,BP-041,1,"Beipack-Beutel Elektro-Verteilung VZE-M 50 Crimpkontakte MCP4 mit Etikett ""MCP4""",
2214,Verpacken,BP-042,1,"Beipack-Beutel Elektro-Verteilung VZE-M 32 Crimpkontakte MCP5 mit Etikett ""MCP5""",
2215,Verpacken,BP-046,1,Beipack-Beutel Zentralelektrik VZE M 11 Steckerghäuse,
2216,Vorprüfung \ Abgleic,PA-VKI10k-108-00581,2,Baugruppe geprüft VCC 2424-25 Li,
2217,Vorprüfung \ Abgleic,PA-VKI10k-106-00575,1,Baugruppe geprüft DCDC 2412-45,
2218,elektr. Prüfung ICT,EI-VAG03d-102,52,Baugruppe elektrisch geprüft VCC 1212-50 Hauptplatine,
2219,elektr. Prüfung ICT,EI-VAG01e-101,43,Baugruppe elektrisch geprüft VCC 1212-30 / 1212-20 C,
2220,elektr. Prüfung ICT,EI-VKE07h-201-K0002,43,Baugruppe elektrisch geprüft SMI 1700 Sinus ST-NVS,
2221,elektr. Prüfung ICT,EI-VAF01d-101,37,Baugruppe elektrisch geprüft Pb 1215 / 1220,
2222,elektr. Prüfung ICT,EI-VAG06c-101-00500,37,Baugruppe elektrisch geprüft VAC 12V 24V DUO max. 60A PFC,
2223,elektr. Prüfung ICT,EI-VAF02b-102,36,Baugruppe elektrisch geprüft VCC 1212 70-90,
2224,elektr. Prüfung ICT,EI-VKC07m-103,29,Baugruppe elektrisch geprüft VAC Leistungsteil 12V 40A (Wietmarscher),
2225,elektr. Prüfung ICT,EI-VAF01d-201,27,Baugruppe elektrisch geprüft VAC 1224-16 Station,
2226,elektr. Prüfung ICT,EI-VAF01d-118,26,Baugruppe elektrisch geprüft VAC 1215 F 2A,
2227,elektr. Prüfung ICT,EI-VAD04g-103,24,Kombilader elektrisch geprüft VBCS 30-20-250,
2228,elektr. Prüfung ICT,EI-VKC08e-105,24,Baugruppe elektrisch geprüft VAC Duo Steuerteil (Wietmarscher),
2229,elektr. Prüfung ICT,EI-VAF01d-106,23,Baugruppe elektrisch geprüft VAC 1215 / 1220 M 3A,
2230,elektr. Prüfung ICT,EI-VAF01d-105,22,Baugruppe elektrisch geprüft Pb 1225 / 1230 SMT 2B,
2231,elektr. Prüfung ICT,EI-VKC07m-202,22,Baugruppe elektrisch geprüft VAC Leistungsteil 12V 20A (Wietmarscher),
2232,elektr. Prüfung ICT,EI-VKF05g-105,22,Baugruppe elektrisch geprüft VAC 1250 1260 M 3A,
2233,elektr. Prüfung ICT,EI-VAD04g-105,20,Kombilader elektrisch geprüft VAC 45-10-25,
2234,elektr. Prüfung ICT,EI-VKE07h-401-K0002,20,Baugruppe elektrisch geprüft SMI 1700 Frankia,
2235,elektr. Prüfung ICT,EI-VKE08c-101-00600,20,Baugruppe elektrisch geprüft Battery Protector 100,
2236,elektr. Prüfung ICT,EI-VKF05g-101,20,Baugruppe elektrisch geprüft Pb 1240 SMT 3B,
2237,elektr. Prüfung ICT,EI-VAD04g-101,19,Kombilader elektrisch geprüft VBCS 60-40-430,
2238,elektr. Prüfung ICT,EI-VAF01d-119,18,Baugruppe elektrisch geprüft VAC 1230 F 2A,
2239,elektr. Prüfung ICT,EI-VKC07m-101,18,Baugruppe elektrisch geprüft VAC Leistungsteil 12V 40A,
2240,elektr. Prüfung ICT,EI-VKC07m-201,17,Baugruppe elektrisch geprüft VAC Leistungsteil 12V 20A,
2241,elektr. Prüfung ICT,EI-VAA09b-110-00584,16,LCD-Platine elektrisch geprüft LCD Solarcomputer S,
2242,elektr. Prüfung ICT,EI-VKF05g-108,16,Baugruppe elektrisch geprüft VAC 2425 F 3A,
2243,elektr. Prüfung ICT,EI-VAF01dF-111,15,Baugruppe elektrisch geprüft VAC 1215 F 2A SKII,
2244,elektr. Prüfung ICT,EI-VAF08c-101-00586,15,Baugruppe elektrisch geprüft VPC Jupiter,
2245,elektr. Prüfung ICT,EI-VKH09e-201,15,Baugruppe elektrisch geprüft SMI 600 Sinus NVS 12V,
2246,elektr. Prüfung ICT,EI-VAD04g-102,14,Kombilader elektrisch geprüft VBCS 45-30-350,
2247,elektr. Prüfung ICT,EI-VAF01d-107,14,Baugruppe elektrisch geprüft VAC 1225 / 1230 M 3A,
2248,elektr. Prüfung ICT,EI-VAG06c-102-00510,14,Baugruppe elektrisch geprüft VAC 12V 24V 110V max. 80A PFC,
2249,elektr. Prüfung ICT,EI-VKI10k-104,14,Baugruppe elektrisch geprüft DCDC VCC 1212-45,
2250,elektr. Prüfung ICT,EI-VAC10c-101,13,Baugruppe elektrisch geprüft SR 150,
2251,elektr. Prüfung ICT,EI-VKF05g-102,13,Baugruppe elektrisch geprüft Pb 1250/1260,
2252,elektr. Prüfung ICT,EI-VAB01b-102,12,Baugruppe elektrisch geprüft VPC-ST02 Titan Tastenplatine,
2253,elektr. Prüfung ICT,EI-VAB01b-104-00434,12,Baugruppe elektrisch geprüft VPC-ST02 Titan Panel,
2254,elektr. Prüfung ICT,EI-VKF03g-202-K0005,12,Baugruppe elektrisch geprüft SMI 1200 Sinus,
2255,elektr. Prüfung ICT,EI-VAD04g-109,11,Kombilader elektrisch geprüft VBCS 60-40-800 HV CI,
2256,elektr. Prüfung ICT,EI-VAF01dF-112,11,Baugruppe elektrisch geprüft VAC 1230 F 2A SKII,
2257,elektr. Prüfung ICT,EI-VKC07m-106,11,Baugruppe elektrisch geprüft VAC Leistungsteil 24V 20A f. 40A Lader u. Feuerwehr,
2258,elektr. Prüfung ICT,EI-VKI10k-120,11,Baugruppe elektrisch geprüft VCC 1212-25 (VW),
2259,elektr. Prüfung ICT,EI-VAA09b-110-00269,10,LCD-Platine elektrisch geprüft LCD Charge Control S,
2260,elektr. Prüfung ICT,EI-VKF05h-101,10,Baugruppe elektrisch geprüft PB Lader 12V bis 40A,
2261,elektr. Prüfung ICT,EI-VAG01e-102,9,Baugruppe elektrisch geprüft DCDC 1212-20,
2262,elektr. Prüfung ICT,EI-VKC07m-104,9,Baugruppe elektrisch geprüft VAC Leistungsteil 12V 50A,
2263,elektr. Prüfung ICT,EI-VKC08e-106,9,Baugruppe elektrisch geprüft VAC Duo Steuerteil ohne Startüberbrückung,
2264,elektr. Prüfung ICT,EI-VKE07h-202-K0002,9,Baugruppe elektrisch geprüft SMI 1700 Sinus ST,
2265,elektr. Prüfung ICT,EI-VKF03g-201-K0005,9,Baugruppe elektrisch geprüft SMI 1200 Sinus NVS,
2266,elektr. Prüfung ICT,EI-VKF05h-102,9,Baugruppe elektrisch geprüft PB Lader 12V 50 bis 60A,
2267,elektr. Prüfung ICT,EI-VKI10k-106,9,Baugruppe elektrisch geprüft DCDC VCC 2412-45,
2268,elektr. Prüfung ICT,EI-VKI10k-108,9,Baugruppe elektrisch geprüft VCC 2424-25,
2269,elektr. Prüfung ICT,EI-VAD04g-110,8,Kombilader elektrisch geprüft VBCS 45-30-600 HV CI,
2270,elektr. Prüfung ICT,EI-VAF01dF-113,8,Baugruppe elektrisch geprüft VAC 2416 F 2A SKII,
2271,elektr. Prüfung ICT,EI-VKE08c-101-00251,8,Baugruppe elektrisch geprüft Battery Protector 100,
2272,elektr. Prüfung ICT,EI-VKE08c-103-00016,8,Baugruppe elektrisch geprüft Switch Unit 100,
2273,elektr. Prüfung ICT,EI-VAB01b-101,7,"Baugruppe elektrisch geprüft VPC-ST01 Terra, Luna, Mars Tastenplatine",
2274,elektr. Prüfung ICT,EI-VAB01b-103-00587,7,Baugruppe elektrisch geprüft VPC-ST01 Terra Displayplatine,
2275,elektr. Prüfung ICT,EI-VKF05g-107,7,Baugruppe elektrisch geprüft VAC 2425 M 3A,
2276,elektr. Prüfung ICT,EI-VKF05h-105,7,Baugruppe elektrisch geprüft VAC Lader 12V 50 bis 60A,
2277,elektr. Prüfung ICT,EI-VAF01c-101,6,Baugruppe elektrisch geprüft Pb 1215 / 1220,
2278,elektr. Prüfung ICT,EI-VAF02b-106,6,Baugruppe elektrisch geprüft VCC 1212 70-90 CI,
2279,elektr. Prüfung ICT,EI-VKC08e-109,6,Baugruppe elektrisch geprüft VAC Duo Li Steuerteil (Wietmarscher),
2280,elektr. Prüfung ICT,EI-VKF05g-106,6,Baugruppe elektrisch geprüft VAC 1250 F 3A,
2281,elektr. Prüfung ICT,EI-VKI10k-119,6,Baugruppe elektrisch geprüft DCDC VCC 1224-25,
2282,elektr. Prüfung ICT,EI-VAA09b-106,5,LCD-Platine elektrisch geprüft LCD Thermometer-Uhr S,
2283,elektr. Prüfung ICT,EI-VAA09b-108,5,LCD-Platine elektrisch geprüft LCD Voltmeter S,
2284,elektr. Prüfung ICT,EI-VAD04g-111,5,Kombilader elektrisch geprüft VBCS 30-20-400 HV CI,
2285,elektr. Prüfung ICT,EI-VAD44c-101,5,Baugruppe elektrisch geprüft VBCS CI Kommunikationsplatine,
2286,elektr. Prüfung ICT,EI-VAF01d-110,5,Baugruppe elektrisch geprüft VAC 2416 F 2A (Ziegler),
2287,elektr. Prüfung ICT,EI-VKC08e-102,5,Baugruppe elektrisch geprüft VAC Duo Steuerteil,
2288,elektr. Prüfung ICT,EI-VKH09e-101,5,Baugruppe elektrisch geprüft SMI 300 Sinus NVS 12V,
2289,elektr. Prüfung ICT,EI-VKH09e-202,5,Baugruppe elektrisch geprüft SMI 600 Sinus 12V,
2290,elektr. Prüfung ICT,EI-VAA09b-102-00472,4,LCD-Platine elektrisch geprüft LCD State of Charge S (Hymer),
2291,elektr. Prüfung ICT,EI-VAA09b-110-00483,4,LCD-Platine elektrisch geprüft LCD Charge Control VCC,
2292,elektr. Prüfung ICT,EI-VAC10c-105,4,Baugruppe elektrisch geprüft SR 350,
2293,elektr. Prüfung ICT,EI-VAD04g-104,4,Kombilader elektrisch geprüft VAC 60-15-30,
2294,elektr. Prüfung ICT,EI-VAF01c-106,4,Baugruppe elektrisch geprüft VAC 1215 / 1220 F/M 3A,
2295,elektr. Prüfung ICT,EI-VAF01cF-112,4,Baugruppe elektrisch geprüft VAC 1230 F 3A SKII,
2296,elektr. Prüfung ICT,EI-VAF01d-104,4,Baugruppe elektrisch geprüft Pb 2416 SMT 2B,
2297,elektr. Prüfung ICT,EI-VAG03d-103,4,Baugruppe elektrisch geprüft VCC 1212-50 CI Hauptplatine,
2298,elektr. Prüfung ICT,EI-VAG06c-103-00510,4,Baugruppe elektrisch geprüft VAC 12V 24V max. 80A PFC (Ziegler),
2299,elektr. Prüfung ICT,EI-VKC08e-103,4,Baugruppe elektrisch geprüft VAC 1280 2440 M/F 2A Steuerteil,
2300,elektr. Prüfung ICT,EI-VKC08e-104,4,Baugruppe elektrisch geprüft Pb 1280 2440 Steuerteil,
2301,elektr. Prüfung ICT,EI-VKI10k-105,4,Baugruppe elektrisch geprüft DCDC VCC 2412-25,
2302,elektr. Prüfung ICT,EI-VAF01c-105,3,Baugruppe elektrisch geprüft Pb 1225 / 1230 SMT 2B,
2303,elektr. Prüfung ICT,EI-VAF01c-201,3,Baugruppe elektrisch geprüft VAC 1224 2416 Station,
2304,elektr. Prüfung ICT,EI-VAF01cF-111,3,Baugruppe elektrisch geprüft VAC 1215 F 3A SKII,
2305,elektr. Prüfung ICT,EI-VAF01d-109,3,Baugruppe elektrisch geprüft VAC 2416 M 3A,
2306,elektr. Prüfung ICT,EI-VAF01d-114,3,Baugruppe elektrisch geprüft Pb 1220 SMT 2B (Audi),
2307,elektr. Prüfung ICT,EI-VAF01d-120,3,Baugruppe elektrisch geprüft VAC 2416 F 2A,
2308,elektr. Prüfung ICT,EI-VAG01e-103,3,Baugruppe elektrisch geprüft VCC 1212-30 CI,
2309,elektr. Prüfung ICT,EI-VKF05g-104,3,Baugruppe elektrisch geprüft VAC 1240 M 3A,
2310,elektr. Prüfung ICT,EI-VAD04g-106,2,Baugruppe elektrisch geprüft MT BCB 40-40 (MT),
2311,elektr. Prüfung ICT,EI-VAD44c-102,2,Baugruppe elektrisch geprüft MT BCB CI Kommunikationsplatine (Mobile Technology),
2312,elektr. Prüfung ICT,EI-VAF01c-107,2,Baugruppe elektrisch geprüft VAC 1230 F/M 3A,
2313,elektr. Prüfung ICT,EI-VAF01cF-113,2,Baugruppe elektrisch geprüft VAC 2416 F 3A SKII,
2314,elektr. Prüfung ICT,EI-VAG01d-101,2,Baugruppe elektrisch geprüft VCC 1212-30 / 1212-20 C,
2315,elektr. Prüfung ICT,EI-VAG01d-102,2,Baugruppe elektrisch geprüft DCDC 1212-20,
2316,elektr. Prüfung ICT,EI-VKC07m-102,2,Baugruppe elektrisch geprüft VAC Leistungsteil 12V 40A f. Feuerwehr,
2317,elektr. Prüfung ICT,EI-VKC07m-105,2,Baugruppe elektrisch geprüft VAC Leistungsteil 24V 20A,
2318,elektr. Prüfung ICT,EI-VKF05g-103,2,Baugruppe elektrisch geprüft Pb 2425,
2319,elektr. Prüfung ICT,EI-VKF05g-109,2,Baugruppe elektrisch geprüft VAC 2425 Fc 2A,
2320,elektr. Prüfung ICT,EI-VKF05h-107,2,Baugruppe elektrisch geprüft VAC Lader 24V bis 30A,
2321,elektr. Prüfung ICT,EI-VKI10k-103,2,Baugruppe elektrisch geprüft VCC 1212-25,
2322,elektr. Prüfung ICT,EI-VAC10c-107,1,Baugruppe elektrisch geprüft SR 550,
2323,elektr. Prüfung ICT,EI-VAF01c-104,1,Baugruppe elektrisch geprüft Pb 2416 SMT 2B,
2324,elektr. Prüfung ICT,EI-VAF01c-109,1,Baugruppe elektrisch geprüft VAC 2416 F/M 3A,
2325,elektr. Prüfung ICT,EI-VAF01c-110,1,Baugruppe elektrisch geprüft VAC 2416 F 3A,
2326,elektr. Prüfung ICT,EI-VAF01c-203,1,Baugruppe elektrisch geprüft VAC 1215 Station,
2327,elektr. Prüfung ICT,EI-VKC08e-101,1,Baugruppe elektrisch geprüft VAC 1260 2430 Steuerteil,
2328,elektr. Prüfung ICT,EI-VKE07h-101-K0001,1,Baugruppe elektrisch geprüft MT 1700 SI-N (MT),
2329,elektr. Prüfung ICT,EI-VKE08c-101-00680,1,Baugruppe elektrisch geprüft Battery Protector 100 (VW),
2330,elektr. Prüfung ICT,EI-VKF05h-103,1,Baugruppe elektrisch geprüft PB Lader 24V bis 30A,
2331,mech. bearbeiten,05-0037a,64,"Elko (Kondensator) THT 1000u 25V RM5 20% RM5 3,5mm Werkzeug W047 MZ-Elko-14",
2332,mech. bearbeiten,10-0153f,45,"Edelstahl-Stab Ø2,5mm, 485mm lang DIN 671 MZ-Edelstahlstab-1",
2333,mech. bearbeiten,10-0490f,42,"Edelstahl-Stab Ø3mm, 485mm lang",
2334,mech. bearbeiten,05-0062a,33,"Elko (Kondensator) THT 470u 25V RM5 RM5 3,5mm Werkzeug W047 MZ-Elko-12",
2335,mech. bearbeiten,10-0153k,29,"Edelstahl-Stab Ø2,5mm, 331mm lang DIN 671 MZ-Edelstahlstab-1",
2336,mech. bearbeiten,10-0490j,29,"Edelstahl-Stab Ø3mm, 331mm lang",
2337,mech. bearbeiten,10-0153b,28,"Edelstahl-Stab Ø2,5mm, 245mm lang DIN 671 MZ-Edelstahlstab-1",
2338,mech. bearbeiten,05-0083a,27,Folien Kondensator THT 1u 63V 5% RM5 RM5 4mm Werkzeug W047 MZ-Kondensator-5,
2339,mech. bearbeiten,05-0134a,26,"Elko (Kondensator) THT 820u 63V RM7,5 RM7,5 3,5mm MZ-Elko-8 Werkzeug W050",
2340,mech. bearbeiten,10-0490b,25,"Edelstahl-Stab Ø3mm, 245mm lang",
2341,mech. bearbeiten,17-0042b,21,"Sicherung Streifen 80A, gebogen nach MA-SichSa-2 Ladewandler Vot",
2342,mech. bearbeiten,09-0236a,19,"Schraubklemme anreihbar DG636-9.52-03P-14 grün 3pol 6mm² 600V THT RM9,52 o. Mittelkontakt. MA-Klemme-1",
2343,mech. bearbeiten,10-0267a,19,"Schrumpfschlauch 2:1 4,8→2,4mm 40mm lang schwarz",
2344,mech. bearbeiten,17-0041b,19,"Sicherung Streifen 60A, gebogen nach MA-SichSa-2 Ladewandler Vot",
2345,mech. bearbeiten,04-0187a,18,"Widerstand Hochwatt THT 10R 2,5W 5% RM16 5mm Werkzeug W048 MZ-Widerstand-1",
2346,mech. bearbeiten,05-0006a,16,Folien Kondensator THT 470n 63V 5% RM5 RM5 4mm Werkzeug W047 MZ-Kondensator-4,
2347,mech. bearbeiten,04-0186a,13,"Widerstand Hochwatt THT 1R5 2,5W 5% RM28 5mm Werkzeug W048 MZ-Widerstand-10",
2348,mech. bearbeiten,09-0127d,13,"Stiftleiste 088-1-050-0-F-XS0-1080 20pol 90° THT RM2,54 gekürzt auf 20 Stifte",
2349,mech. bearbeiten,11-0496,12,Gehäuseoberteil Wz 6701 gefräs Battery Protector / Sw Unit 40 unbedruckt MZ-WZ6701-2b,
2350,mech. bearbeiten,11-1041,12,Gehäuseoberteil Wz 6701 gefräs StandBy-Charger MZ-WZ6701-4,
2351,mech. bearbeiten,05-0078a,11,Elko (Kondensator) THT 1000u 35V RM5 20% RM5 4mm Werkzeug W050 MZ-Elko-15,
2352,mech. bearbeiten,05-0137a,11,"Elko (Kondensator) THT 150u 63V RM5 RM5 3,5mm MZ-Elko-8 Werkzeug W047",
2353,mech. bearbeiten,06-0015a,11,Relais  bistabil  Schraubans. 100A 1S AgSnO 2x6V 2x8R mit 2 Drähten angelötet,
2354,mech. bearbeiten,10-0176a,11,Platinen-Abstandshalter 8mm Nylon66 MZ-Abstandshalter-1 gekürzt,
2355,mech. bearbeiten,13-0060a,11,Piezo-Summer PKM13EPHY 4000-A0,
2356,mech. bearbeiten,02-0140a,10,Z-Diode THT 15V 2W DO41 RM10 4mm MZ-Diode-1,
2357,mech. bearbeiten,05-0054a,10,Folien Kondensator THT 220n 63V 5% RM5 RM5 4mm Werkzeug W047 MZ-Kondensator-3,
2358,mech. bearbeiten,09-0060c,10,"Stiftleiste 087-1-050-0-F-XS0-1260 20pol gerade THT RM2,54 gekürzt auf 20 Stifte",
2359,mech. bearbeiten,09-0060d,10,"Stiftleiste 087-1-050-0-F-XS0-1260 7pol gerade THT RM2,54 gekürzt auf 7 Stifte",
2360,mech. bearbeiten,09-0073d,10,"Buchsenleiste 1510HFL122020 Serie 151 7pol 1x7 liegend THT RM2,54 gekürzt auf 7 Stifte",
2361,mech. bearbeiten,10-0153d,10,"Edelstahl-Stab Ø2,5mm, 267mm lang DIN 671 MZ-Edelstahlstab-1",
2362,mech. bearbeiten,11-1386,10,Gehäuseoberteil Wz 6994 gefräs StandBy-Charger Pro MZ-WZ6994-5,
2363,mech. bearbeiten,04-0291a,9,Widerstand Hochwatt THT 1k8 3W 5% 5mm/26mm Werkzeug W049 MZ-Widerstand-7,
2364,mech. bearbeiten,05-0033a,9,"Elko (Kondensator) THT 100u 50V RM3,5 RM3,5 3,5mm Werkzeug W047 MZ-Elko-9",
2365,mech. bearbeiten,05-0061a,9,"Elko (Kondensator) THT 220u 35V RM3,5 RM3,5 3,5mm Werkzeug W047 MZ-Elko-10",
2366,mech. bearbeiten,09-0073e,9,"Buchsenleiste 1510HFL122020 Serie 151 9pol 1x9 liegend THT RM2,54 gekürzt auf 9 Stifte",
2367,mech. bearbeiten,11-1295,9,Aluprofil silber eloxiert 200mm lang gefräst MZ-GUPK1-4 Typ P00997a ALMg3 E6/EV1,
2368,mech. bearbeiten,01-0308a,8,Platine VAF01d Rev.BDCJ Kleinlader Typ 21 gefräßt für Schutzklasse 2 MZ-VAF01c-01,
2369,mech. bearbeiten,04-0071a,8,Widerstand THT 1k5 1/3W 1% RM10 4mm Werkzeug W048 MZ-Widerstand-9,
2370,mech. bearbeiten,05-0004a,8,Folien Kondensator THT 100n 63V 5% RM5 RM5 4mm Werkzeug W047 MZ-Kondensator-1,
2371,mech. bearbeiten,05-0028a,8,"Elko (Kondensator) THT 22u 35V RM2 oder RM2,5 RM2/RM2,5 3,5mm Werkzeug W047 MZ-Elko-8",
2372,mech. bearbeiten,05-0032a,8,"Elko (Kondensator) THT 100u 25V RM2,5 RM2,5 3,5mm Werkzeug W047 MZ-Elko-8",
2373,mech. bearbeiten,05-0060a,8,"Elko (Kondensator) THT 100u 16V RM2,5 RM2,5 3,5mm Werkzeug W047 MZ-Elko-7",
2374,mech. bearbeiten,05-0081a,8,"Elko (Kondensator) THT 1000u 50V RM7,5 RM7,5 4mm Werkzeug W050 MZ-Elko-16",
2375,mech. bearbeiten,11-0660,8,Gehäuse MG4 OT gefräst D+ Simulator MZ-MG4-3 unbedruckt,
2376,mech. bearbeiten,17-0041a,8,"Sicherung Streifen 60A, gebogen nach MA-SichSa-1 Triple",
2377,mech. bearbeiten,17-0060b,8,"Sicherung Streifen 100A, gebogen nach MA-SichSa-2 Ladewandler Vot",
2378,mech. bearbeiten,04-0002d,7,"Drahtbrücke 0,8mm RM43 Beinchenlänge 3mm Werkzeug W048 MZ-Drahtbrücke-7",
2379,mech. bearbeiten,10-0153g,7,"Edelstahl-Stab Ø2,5mm, 499mm lang DIN 671 MZ-Edelstahlstab-1",
2380,mech. bearbeiten,10-0250a,7,"Schrumpfschlauch 2:1 19,1→9,55mm 30mm lang schwarz",
2381,mech. bearbeiten,10-0490a,7,"Edelstahl-Stab Ø3mm, 238mm lang",
2382,mech. bearbeiten,10-0490d,7,"Edelstahl-Stab Ø3mm, 267mm lang",
2383,mech. bearbeiten,10-0490m,7,"Edelstahl-Stab Ø3mm, 750mm lang",
2384,mech. bearbeiten,11-0502,7,Gehäuseoberteil Wz 6843 gefräs FB-Schacht SMI 1200 1700 MZ-WZ6843-1,
2385,mech. bearbeiten,11-0736,7,Gehäuseoberteil Wz 6666 gefräs Plus Distributor 6 MZ-WZ6666-1 unbedruckt,
2386,mech. bearbeiten,11-1186,7,Gehäuse EM215 OT gefräst TS-Battery Charger PFPN 1204 MZ-EM215-3,
2387,mech. bearbeiten,11-1303,7,Gehäusedeckel VKG1 gefräst VAC-Lader SKII MZ-VKG1-6,
2388,mech. bearbeiten,11-1346,7,Frontplatte 47x85 gefräst Schalter-Panel 4 S 12/24 MZ-Blende47x85-16 Votronic,
2389,mech. bearbeiten,13-0063a,7,"PVC-Rundschnur, glasklar D= 6 mm, 6,1 mm lang (+0,1mm) geschnitten Werkzeug W070",
2390,mech. bearbeiten,17-0042a,7,"Sicherung Streifen 80A, gebogen nach MA-SichSa-1 Triple",
2391,mech. bearbeiten,04-0184a,6,"Widerstand Hochwatt THT 120R 2W 5% RM17,5 14mm Werkzeug W048 MZ-Widerstand-12",
2392,mech. bearbeiten,05-0034a,6,"Elko (Kondensator) THT 220u 50V RM5 RM5 3,5mm Werkzeug W047 MZ-Elko-11",
2393,mech. bearbeiten,09-0232a,6,"Durchführungsklemme anreihbar WGK 50 VP GY BX 1pol 50mm² 150A RM18,8 gekürzt gebohrt MZ-HDFK50-1",
2394,mech. bearbeiten,10-0501a,6,"Spritzguss SilikonFührungssteg gekürzt 3,5x6x27,5mm, 55 Shore, natur",
2395,mech. bearbeiten,11-0489,6,Frontplatte Spinflow gefräst SP1 unbedruckt MZ-SpinFlow-1a SP1,
2396,mech. bearbeiten,11-0710,6,Gehäuseunterteil VKG1 gefräst LED-Tank-Display MZ-VKG1-2,
2397,mech. bearbeiten,11-0737,6,Gehäuseoberteil Wz 6666 gefräs Minus Distributor 12 MZ-WZ6666-2 unbedruckt,
2398,mech. bearbeiten,11-0959,6,Aluprofil silber eloxiert 300mm lang gefräst MZ-GOUPG2-2 Typ P02840 ALMg3 E6/EV1,
2399,mech. bearbeiten,11-1184,6,Gehäuse EM215 UT gefräst TS-Battery Charger PFPN 1204 MZ-EM215-1,
2400,mech. bearbeiten,11-1230,6,Gehäuseoberteil Wz 6618 gefräs Equipment Adapter MZ-WZ6618-1b unbedruckt,
2401,mech. bearbeiten,11-1258,6,Gehäuseoberteil Wz 6618 gefräs Bluetooth Connector S-BC MZ-WZ6618-3,
2402,mech. bearbeiten,11-1271,6,Aluprofil silber eloxiert 300mm lang gefräst MZ-GUPK1-15 Typ P00997a ALMg3 E6/EV1,
2403,mech. bearbeiten,11-1402,6,Gehäuseoberteil Wz 6994 gefräs Clesana Power-Management LED MZ-WZ6994-7 Clesana,
2404,mech. bearbeiten,04-0306a,5,"Widerstand THT 0R0 6,4x2,3mm RM8 2mm/12mm Werkzeug W049 MZ-Widerstand-3",
2405,mech. bearbeiten,10-0153a,5,"Edelstahl-Stab Ø2,5mm, 238mm lang DIN 671 MZ-Edelstahlstab-1",
2406,mech. bearbeiten,10-0153m,5,"Edelstahl-Stab Ø2,5mm, 750mm lang DIN 671 MZ-Edelstahlstab-1",
2407,mech. bearbeiten,10-0490g,5,"Edelstahl-Stab Ø3mm, 499mm lang",
2408,mech. bearbeiten,11-0863,5,Gehäuseoberteil Wz 9084 gefräs VAC-F Lader klein MZ-UI30-5-6,
2409,mech. bearbeiten,11-0897,5,Frontplatte 47x85 gefräst Hauptschalter-Panel 20A S MZ-Blende47x85-11a Votronic,
2410,mech. bearbeiten,11-0905,5,Frontplatte 47x85 gefräst Schalter-Panel 16A S MZ-Blende47x85-9a Votronic,
2411,mech. bearbeiten,11-1124,5,"Hartpapier-Zuschnitt grau 174x180x2,0 gefräst MZ-VM-Abdeckplatte-2 MkHp 2061 ähnl. RAL 7035",
2412,mech. bearbeiten,11-1185,5,Gehäuse EM215 UT gefräst TS-Battery Charger PFPN 1204Fc MZ-EM215-2,
2413,mech. bearbeiten,11-1296,5,Frontplatte Spinflow gefräst SP1-FA-LT MZ-SpinFlow-2 Hartpapier schwarz,
2414,mech. bearbeiten,17-0056a,5,"Sicherung Streifen 40A, gebogen nach MA-SichSa-1 Triple",
2415,mech. bearbeiten,04-0185a,4,Widerstand Hochwatt THT 150R 2W 5% RM17 5mm Werkzeug W048 MZ-Widerstand-4,
2416,mech. bearbeiten,05-0097a,4,"Folien Kondensator THT 100n 250V 5% RM7,5 RM7,5 4mm Werkzeug W047 MZ-Kondensator-2",
2417,mech. bearbeiten,10-0214a,4,"Schrumpfschlauch 2:1 12,7→6,35mm 40mm lang schwarz",
2418,mech. bearbeiten,11-0577,4,Gehäuseoberteil Wz 9084 gefrä CONTROL Unit MZ-UI30-5-5 unbedruckt,
2419,mech. bearbeiten,11-0792,4,"Frontplatte Alu G silber elox. 216x73,8x1,5 gefräst MZ-FPUPG2-16a Pb 1280 2440 unbedruckt",
2420,mech. bearbeiten,11-0850b,4,A-Box-Deckel gebohrt SP1 Relais-Box (SpinFlow),
2421,mech. bearbeiten,11-0895,4,Frontplatte 47x85 gefräst Fernbedienung S MZ-Blende47x85-1b Votronic,
2422,mech. bearbeiten,11-0906,4,Frontplatte 47x85 gefräst Schalter-Panel 2x16A S MZ-Blende47x85-4a Votronic,
2423,mech. bearbeiten,11-1274,4,Kunststoffgehäuse KG200 gefräs ZBP-Strg. MZ-CO2-1 GEP,
2424,mech. bearbeiten,16-0236a,4,PP-Isolationsfolie 350x125 natur gelasert für SKII-Lader TL-Isolationsfolie-01,
2425,mech. bearbeiten,17-0043a,4,"Sicherung Streifen 30A, gebogen nach MA-SichSa-1 Triple",
2426,mech. bearbeiten,17-0060a,4,"Sicherung Streifen 100A, gebogen nach MA-SichSa-1 Triple",
2427,mech. bearbeiten,04-0002a,3,"Drahtbrücke 0,8mm RM10 Beinchenlänge 3mm Werkzeug W048 MZ-Drahtbrücke-4",
2428,mech. bearbeiten,04-0116a,3,"Widerstand THT 47k5 0,1% 0,25W TK25 RM10 4mm Werkzeug W048 MZ-Widerstand-9",
